SKU,Handle,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
,all,All,,Blue Owl Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/blue-owl-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/Blue_owl_14fdc58f-26c3-4c08-b78b-6200f59a71ad.jpg?v=1494603516,"<p><span style=""color: #ff00ff;""><strong>100% cotton knitted hat. Made in the U.K.</strong></span></p>
<p><span style=""color: #ff00ff;""><strong>Royal blue owl with cross stitch turq eyes on sky blue</strong></span></p>"
,all,All,,Blue Patchwork Bunny Babygrow,Default Title,25.00,Yes,https://janecarrolldesign.com/products/blue-patchwork-bunny-babygrow,https://cdn.shopify.com/s/files/1/1302/3613/products/blue_patchwork_bunny_babygrow.jpg?v=1495014457,"<span style=""color: #0b5394;""><strong>This handsome bunny is appliqued from a glorious patchwork mix of fabrics onto an all-in-one, made from the softest cotton marl. </strong></span>
<p><span style=""color: #0b5394;""><strong>Blue Patchwork Bunny Baby grow is made from 100% finest quality cotton and is machine washable at 40° C.</strong></span></p>"
,all,All,,Bon voyage puzzle,Default Title,28.00,Yes,https://janecarrolldesign.com/products/bon-voyage-puzzle,https://cdn.shopify.com/s/files/1/1302/3613/products/Bon_voyage_puzzle.jpg?v=1496930294,"<p><span style=""color: #0b5394;""><strong>A progressive puzzle with animal silhouettes of 2, 3, 4 and 5 pieces that fit together in a fantastic scenery of 8 larger pieces. A big puzzle for little hands.</strong></span></p>
<ul id=""idTab2"" class=""bullet"">
<li><span style=""color: #0b5394;""><strong>Illustration <span id=""f12"" class=""normal"">Mariona Cabassa</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Material <span id=""f8"" class=""normal"">Recycled cardboard and paper</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Packaging <span id=""f10"" class=""normal"">Sturdy cardboard box</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Size <span id=""f6"" class=""normal"">140 x 21 cm.</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Box Size <span id=""f7"" class=""normal"">45,5 x 15 x 6,5 cm.</span></strong></span></li>
</ul>"
,all,All,,"Bon Voyage, We will miss you! etc.",Default Title,2.50,Yes,https://janecarrolldesign.com/products/bon-voyage-we-will-miss-you-etc,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-18.jpg?v=1493806163,"<p><span style=""color: #3d85c6;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #3d85c6;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,Bouquet Print Babygrow,Default Title,25.00,Yes,https://janecarrolldesign.com/products/bouquet-print-babygrow,https://cdn.shopify.com/s/files/1/1302/3613/products/bouquet_print.jpg?v=1495099500,"<span style=""color: #0b5394;""><strong>Such a pretty baby grow, with a crossover neckline trimmed with picot edging. In our beautiful bouquet floral print. Bouquet Print Baby grow is made from 100% finest quality cotton and is machine washable at 40° C.</strong></span>"
,all,All,,Brown Horse,Default Title,22.00,Yes,https://janecarrolldesign.com/products/brown-horse,https://cdn.shopify.com/s/files/1/1302/3613/products/brownhorse.jpg?v=1496411833,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>A gorgeous painted wooden horse.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>3 x 11 x 10</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>15x3x13</strong></span></h4>"
,all,All,,Buccaneers Triple Pack,Default Title,22.00,Yes,https://janecarrolldesign.com/products/buccaneers-triple-pack-1,https://cdn.shopify.com/s/files/1/1302/3613/products/Buccaneers_Triple_Pack.jpg?v=1496410929,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>A set of 3 pose able Budkin fairies in beautifully detailed hand-finished fabric outfits. The set includes Princess fairy belle, Fairy Orla and Queen Gardenia.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>3 x 11 x 3</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>15x3x13</strong></span></h4>"
,all,All,,Build a Bear Kit in a tin,Default Title,15.00,Yes,https://janecarrolldesign.com/products/bear-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/build-a-bear-in-a-tin.jpg?v=1464648844,<p>This little build a bear kit is perfect for a birthday gift and is the perfect activity to keep your child occupied on a drizzly rainy day. Teaching them to follow steps and accomplish something that they can enjoy for a while.</p>
,all,All,,Build a Bunny in a Tin,Default Title,15.00,Yes,https://janecarrolldesign.com/products/bunny-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/build-a-bunny-in-a-tin.jpg?v=1464648886,<p>This little build a bear kit is perfect for a birthday gift and is the perfect activity to keep your child occupied on a drizzly rainy day. Teaching them to follow steps and accomplish a teddy they can enjoy from then on.</p>
,all,All,,Build Your Castle,Default Title,15.00,Yes,https://janecarrolldesign.com/products/castle-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/castle-in-a-tin.jpg?v=1464648971,"<p>This gift in a tin is perfect for all puzzle fans, let the children build their own castle. It's a bonus if you fancy painting it and really giving it a personal spin. Several afternoons can be spent perfecting this lovely castle.</p>"
,all,All,,Build Your Own Microscope,Default Title,15.00,Yes,https://janecarrolldesign.com/products/build-a-mocroscope-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/build-your-own-microscope-in-a-tin.jpg?v=1464649103,<p>This gift in a tin is perfect for curious children who like to pick up and identify anything they find. Help them build their own microscope and they'll spend hours focusing their attention on their surroundings</p>
,all,All,,Build Your Own Penguin,Default Title,15.00,Yes,https://janecarrolldesign.com/products/build-a-penguin-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/make-your-own-penguin-in-a-tin.jpg?v=1467085904,<p>This little build a penguin kit makes a lovely birthday present.</p>
,all,All,,Build Your Own Pirate Ship,Default Title,15.00,Yes,https://janecarrolldesign.com/products/pirate-ship-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/pirate-ship-in-a-tin.jpg?v=1464649201,<p>This lovely gift in a tin is a perfect birthday gift for a pirate lover and who dreams of faraway adventures.</p>
,all,All,,Bumble Bee - Cushions,Default Title,18.00,Yes,https://janecarrolldesign.com/products/bumble-bee-cushion-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/bumble-bee-cushion-cover.JPG?v=1464649331,<p>46 x 46 cm</p>
,all,All,,Bunny & Guniea Set,Default Title,14.00,Yes,https://janecarrolldesign.com/products/bunny-guniea-set,https://cdn.shopify.com/s/files/1/1302/3613/products/bunnygnrrset.jpg?v=1496327431,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Pet Paradise- an irresistible little set which includes a wooden guide-pig and bunny rabbit complete with hutch, feeding bowl &amp; carrots. </span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">9.0x8.2x12.5</span></span></h4>"
,all,All,cushions,Bunny - Cushion cover,Default Title,18.00,Yes,https://janecarrolldesign.com/products/bunny-cushion-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/bunny-cushion-cover.JPG?v=1464650009,<p>46 x 46 cm</p>
,all,All,,Bunny Green Melamine 6 pcs. set in gift box,Default Title,45.00,Yes,https://janecarrolldesign.com/products/bunny-green-melamine-6-pcs-set-in-gift-box,https://cdn.shopify.com/s/files/1/1302/3613/products/BUNNY_GREEN_MELAMINE_6_PCS.jpg?v=1495286781,"<span style=""color: #0b5394;""><strong>Sweet and whimsical - Maileg's Melamine dishes capture the magic of childhood. This 6 piece set makes a beautiful gift and comes in an adorable gift box for storage over the years. Dishwasher safe. The set includes: Plate, bowl, fork, spoon, cup, and egg holder</strong></span>"
,all,All,,Bunny grey/cream hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/bunny-grey-cream-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/Bunny_grey_cream.jpg?v=1494602971,"<span style=""color: #ff00ff;""><strong>Such a cutie ! This colour combination always works.100% cotton. Hand loomed in the UK.</strong></span>"
,all,All,,Bunny grey/cream hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/bunny-grey-cream-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/Bunny_grey_cream_ad2dd080-3415-4dad-80ed-b64bb9830fde.jpg?v=1494603085,"<div id=""productDescription"" itemprop=""description"">
<p><span style=""color: #ff00ff;""><strong>Such a cutie ! This colour combination always works. </strong><strong>100% cotton. Hand loomed in the UK.</strong></span></p>
</div>"
